P3094S3,P3087S1,P3095S3,P3101
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
80000,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
100000,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,350000,2
NA,NA,NA,2
250000,NA,NA,2
50000,NA,30000,2
NA,NA,150000,2
1500000,NA,700000,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,200000,2
150000,NA,NA,2
NA,NA,NA,2
100000,NA,30000,2
NA,NA,30000,2
2500000,NA,500000,2
NA,NA,200000,2
NA,NA,NA,2
NA,NA,NA,2
300000,NA,150000,2
100000,NA,30000,2
100000,NA,30000,2
2000000,NA,800000,2
NA,NA,100000,2
NA,NA,NA,2
NA,NA,NA,2
500000,NA,500000,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
100000,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,200000,2
NA,NA,NA,2
100000,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
500000,NA,150000,1
150000,NA,NA,2
NA,NA,NA,2
NA,NA,30000,2
NA,NA,NA,2
150000,NA,NA,2
NA,NA,100000,2
NA,NA,NA,2
NA,NA,200000,2
100000,NA,150000,1
NA,NA,NA,1
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
200000,NA,200000,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
50000,NA,200000,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
300000,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
50000,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,700000,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,975000,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,975000,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,1
NA,NA,NA,2
NA,NA,NA,1
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,1500000,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,1400000,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,1
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,1
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,1
5000,NA,NA,1
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,1300000,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,2300000,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,1300000,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,1
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
NA,NA,NA,2
